student_id,age,gender,family_income_level,parental_education,distance_from_home_km,has_scholarship,part_time_job,high_school_gpa,entrance_exam_score,prior_failures,semester,attendance_rate,study_hours_per_week,current_gpa,lms_login_freq_per_week,extracurricular_activities,counseling_visits,dropout
S100993,22,Female,High,Secondary,12.5,0,1,3.26,51.0,0,3,75.8,4.9,3.45,5.0,0,0,1
S100994,23,Male,Medium,Bachelor,0.5,0,0,2.16,38.2,0,5,73.0,13.0,2.68,9.0,0,0,0
S100995,25,Female,Medium,Secondary,1.5,1,0,3.28,79.1,2,3,71.8,11.2,3.23,9.0,0,0,0
S100996,23,Female,Low,Secondary,26.7,0,1,2.4,80.0,0,8,66.7,11.3,2.74,6.0,1,0,1
S100997,21,Female,High,Secondary,1.3,1,0,2.71,22.8,0,4,72.2,18.3,3.01,11.0,0,0,0
S100998,29,Male,Medium,None,2.2,0,1,2.05,28.6,0,8,86.5,10.6,3.34,5.0,1,0,0
S100999,23,Female,Low,Bachelor,13.2,0,1,3.33,67.1,0,7,68.8,5.4,3.73,11.0,0,0,1
S101000,27,Female,Low,Bachelor,34.3,1,0,2.16,69.0,1,6,62.4,10.7,3.0,11.0,1,0,0
S101001,26,Female,Medium,Secondary,4.6,0,0,2.4,57.8,1,3,91.8,10.1,4.16,11.0,0,0,0
S101002,24,Male,Low,Bachelor,11.2,0,0,2.44,64.5,1,7,77.9,4.5,2.64,8.0,0,0,1
S101003,28,Female,Medium,Secondary,17.2,1,1,2.94,61.3,0,2,91.5,0.0,3.73,5.0,0,0,0
S101004,18,Female,Medium,None,5.7,0,1,2.92,65.4,0,7,76.7,9.7,3.21,3.0,0,1,0
S101005,28,Female,Low,Bachelor,22.0,0,0,3.41,51.5,0,2,71.4,14.7,1.52,0.0,1,0,1
S101006,28,Female,Medium,None,25.7,1,1,2.95,64.8,0,5,53.9,14.8,3.79,11.0,0,0,0
S101007,23,Female,Low,Bachelor,12.6,0,0,3.48,54.9,0,1,63.1,11.4,2.16,1.0,1,0,1
S101008,26,Female,High,Secondary,47.5,0,0,3.19,53.6,2,5,66.9,17.9,2.63,7.0,1,0,0
S101009,23,Male,High,Bachelor,2.3,0,0,2.53,37.0,0,2,84.2,10.9,3.41,9.0,0,0,0
S101010,20,Female,Low,Secondary,22.5,0,1,2.67,62.4,2,7,78.4,9.0,2.28,4.0,1,0,1
S101011,27,Female,Medium,Secondary,5.0,0,0,3.76,77.0,0,3,64.6,11.0,2.75,8.0,0,0,0
S101012,20,Female,Medium,Bachelor,30.4,0,1,3.61,60.1,0,8,38.3,6.3,3.26,9.0,0,1,0
S101013,21,Female,High,Secondary,11.4,0,0,3.41,59.7,0,2,86.9,3.7,2.22,7.0,0,0,0
S101014,23,Female,Medium,Secondary,14.8,1,1,3.48,83.8,1,7,93.2,5.1,2.63,10.0,0,0,0
S101015,27,Female,Medium,Bachelor,1.4,0,1,3.23,80.4,1,1,94.5,7.6,2.55,6.0,0,0,0
S101016,21,Female,High,Secondary,16.0,0,0,3.17,91.0,0,5,65.5,14.3,3.47,7.0,1,0,0
S101017,23,Male,Low,None,3.0,1,0,3.02,98.9,0,8,95.4,2.8,3.9,4.0,0,1,0
S101018,17,Female,Medium,Secondary,26.0,1,1,3.85,65.9,0,2,88.5,5.1,2.03,7.0,1,0,1
S101019,18,Female,Low,Bachelor,15.0,1,0,2.77,47.6,0,1,88.4,14.0,2.85,8.0,1,0,0
S101020,17,Female,Medium,Bachelor,4.0,0,0,3.12,57.2,0,5,70.9,8.2,2.43,4.0,1,0,0
S101021,17,Female,Medium,Bachelor,11.5,0,1,2.15,73.6,0,6,78.0,9.0,2.82,10.0,1,1,0
S101022,28,Male,High,Secondary,24.4,1,0,2.28,86.6,2,3,100.0,8.1,4.04,0.0,0,0,1
S101023,27,Male,Medium,Secondary,9.8,0,1,3.91,49.3,1,3,100.0,19.7,3.07,12.0,1,2,1
S101024,27,Female,Low,Secondary,34.1,0,0,3.31,68.8,0,5,79.3,12.8,2.41,2.0,0,0,1
S101025,17,Female,High,None,9.7,0,0,2.89,53.1,0,5,82.9,11.3,1.84,12.0,0,0,0
S101026,18,Male,High,Bachelor,0.1,1,1,3.04,62.8,1,3,47.1,11.0,3.5,10.0,1,1,1
S101027,20,Male,Medium,None,16.6,0,1,2.32,62.6,1,1,98.1,12.0,2.48,12.0,1,0,0
S101028,24,Female,Medium,Bachelor,4.5,0,0,2.79,70.7,2,4,91.2,19.2,2.26,3.0,0,0,0
S101029,21,Female,Low,Bachelor,22.5,0,0,2.27,95.5,1,1,85.2,8.1,3.01,7.0,1,2,0
S101030,23,Male,Medium,Bachelor,6.9,1,0,2.85,72.1,0,7,71.0,10.8,3.21,9.0,1,0,0
S101031,19,Male,Low,None,37.1,0,0,3.34,58.6,0,3,81.0,10.1,2.54,10.0,0,1,1
S101032,26,Female,Low,Secondary,4.8,0,1,3.23,56.1,1,1,100.0,14.5,2.14,11.0,1,1,1
S101033,21,Male,High,Postgraduate,20.3,1,0,3.79,62.1,0,6,85.4,18.5,3.76,11.0,0,0,0
S101034,17,Female,Medium,Bachelor,18.8,0,1,3.15,51.9,0,6,100.0,7.1,3.28,10.0,1,1,1
S101035,26,Female,Low,Secondary,4.8,0,0,1.76,67.1,0,8,92.2,12.3,3.49,10.0,0,0,0
S101036,28,Male,Low,Bachelor,20.2,0,0,3.98,28.8,0,7,66.2,10.9,2.55,11.0,1,0,1
S101037,17,Female,High,Postgraduate,1.4,0,1,2.58,61.8,0,4,73.8,3.0,2.22,8.0,1,1,0
S101038,22,Male,Low,Secondary,6.5,0,1,3.08,63.0,1,3,69.4,14.9,2.43,13.0,0,0,0
S101039,27,Male,Low,Postgraduate,28.2,0,0,3.05,47.6,1,6,92.9,17.8,1.73,8.0,1,1,0
S101040,26,Female,Low,None,1.6,0,0,3.12,59.3,0,2,97.3,14.1,2.57,1.0,0,0,0
S101041,28,Female,Low,Postgraduate,16.3,1,0,3.02,81.8,1,5,100.0,6.8,2.33,13.0,0,0,0
S101042,22,Female,Low,Secondary,1.2,0,0,3.03,82.9,0,3,75.0,3.2,2.75,10.0,1,0,0
S101043,21,Male,High,Secondary,6.7,0,1,2.34,57.0,1,8,87.0,13.2,2.83,7.0,0,0,1
S101044,26,Male,Low,None,17.4,0,0,4.0,72.9,0,2,99.2,4.6,2.86,8.0,1,0,0
S101045,18,Female,Medium,Bachelor,2.5,1,0,3.33,42.5,1,5,100.0,5.1,2.39,14.0,0,1,0
S101046,20,Female,Medium,Postgraduate,15.4,0,0,3.03,60.6,0,3,61.5,11.0,1.97,8.0,1,0,1
S101047,24,Female,Medium,Secondary,0.7,0,1,3.92,68.5,0,3,89.3,13.7,1.79,14.0,1,0,0
S101048,25,Male,Medium,Secondary,0.2,0,0,2.46,87.9,0,6,62.1,8.3,2.94,10.0,1,0,0
S101049,18,Female,Medium,Secondary,6.2,1,1,3.43,82.9,0,6,71.0,9.0,2.89,7.0,0,0,0
S101050,23,Female,Medium,Secondary,0.1,1,0,2.72,68.1,0,7,60.4,9.4,1.83,3.0,0,0,1
S101051,21,Female,Medium,Bachelor,10.9,0,0,3.2,51.3,0,7,70.7,5.4,3.8,8.0,0,0,0
S101052,23,Male,Medium,None,7.1,0,0,3.21,85.4,1,8,58.3,8.1,3.38,13.0,0,4,1
S101053,29,Female,Medium,Postgraduate,4.0,0,1,1.83,59.9,2,7,62.3,1.9,2.08,6.0,1,1,1
S101054,17,Male,Medium,Postgraduate,5.7,0,0,2.28,71.7,0,1,66.4,13.7,2.99,9.0,1,0,0
S101055,29,Female,Low,None,5.5,0,1,3.79,63.2,1,7,84.5,23.9,2.7,14.0,0,0,1
S101056,22,Female,Medium,Secondary,1.2,0,0,2.87,94.9,0,8,80.5,10.3,2.98,1.0,0,0,0
S101057,27,Female,Medium,Postgraduate,2.7,0,1,4.0,55.8,0,1,55.3,16.0,2.92,10.0,0,2,1
S101058,22,Female,Low,Bachelor,4.1,0,0,3.66,78.7,0,7,100.0,8.7,3.27,10.0,0,0,1
S101059,21,Female,High,Bachelor,7.9,1,0,2.89,63.7,1,4,72.7,3.3,3.84,9.0,0,0,0
S101060,27,Female,Low,None,21.0,0,1,2.85,73.5,0,3,60.1,21.3,3.01,1.0,1,0,1
S101061,25,Female,Low,None,27.2,1,0,3.82,89.3,0,4,88.7,5.8,3.17,5.0,0,1,0
S101062,18,Female,High,Bachelor,8.9,0,0,4.0,34.9,1,4,79.9,14.7,3.83,0.0,0,0,0
S101063,26,Male,Low,Secondary,5.5,0,1,2.86,64.0,0,8,67.8,11.1,2.42,3.0,1,0,0
S101064,26,Female,Medium,Bachelor,5.9,1,1,3.77,51.6,2,8,85.9,15.9,2.15,11.0,0,0,0
S101065,22,Female,Medium,Bachelor,15.3,0,1,3.52,71.7,0,2,69.9,9.7,3.27,7.0,1,0,0
S101066,29,Female,High,Secondary,3.7,0,0,3.6,75.4,2,8,75.6,4.2,1.94,11.0,1,2,0
S101067,25,Female,Medium,None,32.6,0,1,3.05,57.9,0,4,100.0,6.7,2.23,11.0,1,0,0
S101068,21,Female,Medium,Secondary,30.6,1,1,2.66,57.2,0,7,81.9,21.8,3.85,4.0,1,1,0
S101069,17,Male,Medium,Bachelor,59.1,0,1,2.47,68.1,0,6,89.2,11.6,1.6,9.0,0,0,0
S101070,25,Female,Medium,Secondary,4.0,0,1,2.35,45.9,0,6,72.2,20.9,3.01,2.0,1,1,1
S101071,19,Male,High,None,25.1,0,1,3.96,70.0,0,1,82.3,8.2,1.79,9.0,1,0,1
S101072,26,Male,High,Postgraduate,73.1,0,1,3.01,52.7,1,4,68.4,13.6,3.09,10.0,1,2,0
S101073,23,Female,Medium,Bachelor,10.1,0,0,2.43,76.0,1,8,67.8,3.6,4.08,7.0,0,0,0
S101074,23,Male,High,Secondary,11.3,1,0,3.5,45.2,0,3,73.8,10.1,2.09,1.0,0,0,1
S101075,19,Male,Medium,Bachelor,0.1,0,0,2.76,56.5,1,6,69.6,21.1,1.33,2.0,0,0,0
S101076,26,Female,Low,Secondary,49.8,0,0,2.67,53.7,0,3,95.6,6.1,3.05,18.0,1,2,1
S101077,19,Male,Low,Postgraduate,8.8,0,1,4.0,60.5,0,2,88.7,6.5,2.36,10.0,0,0,0
S101078,22,Female,Medium,Bachelor,105.9,1,0,2.33,85.6,0,4,45.6,14.1,2.67,7.0,1,0,0
S101079,27,Male,Low,Secondary,1.1,0,0,3.12,77.7,0,6,100.0,10.6,3.06,12.0,1,0,0
S101080,28,Female,Medium,Secondary,19.5,0,1,2.7,57.8,2,8,89.6,19.5,3.19,14.0,1,1,0
S101081,29,Female,Medium,Secondary,1.0,0,1,2.62,57.8,0,6,97.2,8.8,3.2,13.0,0,0,0
S101082,29,Female,Medium,Bachelor,7.3,0,0,2.27,78.3,0,4,77.4,10.3,2.78,7.0,0,1,0
S101083,24,Female,Low,Bachelor,13.8,0,0,3.03,47.5,1,1,57.6,11.6,3.11,7.0,1,0,0
S101084,19,Female,High,Secondary,16.8,0,0,2.56,65.3,0,7,60.1,4.6,2.67,11.0,0,0,0
S101085,27,Female,Medium,Postgraduate,4.0,0,0,3.3,55.9,0,8,100.0,3.5,2.57,7.0,1,0,0
S101086,27,Male,Low,Secondary,8.2,0,0,2.98,62.4,1,5,55.6,3.1,2.79,13.0,1,1,1
S101087,29,Female,Medium,Bachelor,11.9,0,0,2.84,77.1,0,5,58.3,0.0,3.2,8.0,0,0,1
S101088,25,Female,Medium,Bachelor,11.3,0,1,2.57,55.0,0,7,73.5,9.6,2.35,11.0,0,1,1
S101089,18,Male,Medium,Secondary,8.1,1,0,3.72,79.6,0,5,59.2,3.5,2.95,12.0,0,0,1
S101090,23,Female,Medium,None,1.5,0,0,3.37,98.0,0,2,88.0,7.3,2.48,3.0,1,3,1
S101091,22,Male,Low,Bachelor,26.9,0,1,2.66,74.1,0,6,89.2,15.1,2.28,9.0,1,0,0
S101092,27,Female,High,Bachelor,1.5,1,0,2.32,63.7,0,2,86.2,5.3,3.54,13.0,0,1,0
S101093,22,Male,Medium,None,32.4,0,0,2.06,82.4,0,2,70.8,13.4,3.06,5.0,1,1,0
S101094,21,Male,Low,Bachelor,62.9,0,0,3.57,48.4,0,2,84.3,2.1,3.07,6.0,1,1,1
S101095,18,Female,Medium,Secondary,2.7,0,0,3.45,87.8,1,5,100.0,6.6,2.14,13.0,0,1,1
S101096,27,Female,Medium,Secondary,9.4,1,0,3.52,53.7,0,2,58.5,18.7,2.63,14.0,0,0,0
S101097,26,Female,Medium,Bachelor,1.5,0,0,2.94,97.5,0,3,96.8,7.9,3.22,0.0,1,2,0
S101098,17,Female,Medium,Secondary,18.6,0,0,3.4,54.2,0,7,92.1,16.4,3.06,13.0,0,0,1
S101099,22,Female,Medium,Bachelor,8.3,1,1,3.51,74.9,0,8,78.4,21.8,4.6,0.0,1,2,0
S101100,23,Male,Medium,Bachelor,24.3,0,1,2.97,41.6,1,3,82.5,7.9,2.95,8.0,0,1,0
S101101,23,Male,Low,None,2.8,0,0,2.82,61.8,1,8,85.4,6.7,2.33,2.0,1,0,1
S101102,28,Female,Low,Secondary,4.6,0,1,2.51,48.8,2,3,65.4,0.0,2.5,6.0,1,0,0
S101103,18,Male,High,Secondary,21.6,0,0,3.21,43.4,0,7,55.5,11.5,2.2,8.0,1,0,0
S101104,20,Female,Medium,Secondary,1.3,0,0,3.28,83.1,0,1,93.6,11.9,2.35,10.0,1,0,1
S101105,19,Male,Medium,Bachelor,6.1,0,0,2.8,46.6,0,2,61.3,13.9,2.87,14.0,0,0,1
S101106,20,Male,Low,None,11.0,0,0,2.86,54.0,0,3,63.6,17.0,2.48,3.0,0,0,1
S101107,28,Male,Medium,Postgraduate,6.7,0,0,2.89,52.2,1,4,72.3,4.9,3.74,13.0,1,1,0
S101108,29,Male,Low,Secondary,17.4,0,1,3.4,82.1,1,5,84.3,19.4,3.42,7.0,1,0,0
S101109,17,Male,Low,Secondary,7.6,1,0,2.31,80.3,0,8,72.5,8.6,3.4,7.0,0,0,1
S101110,25,Female,Low,Postgraduate,8.2,0,0,2.45,84.1,0,1,69.1,11.8,2.62,15.0,1,1,0
S101111,20,Male,Medium,Secondary,22.4,0,0,2.46,53.2,0,3,94.3,9.7,3.44,11.0,1,0,0
S101112,19,Female,Medium,Bachelor,46.1,0,1,2.93,85.2,0,4,75.0,6.1,3.52,1.0,0,1,1
S101113,20,Female,Low,Bachelor,0.6,0,0,3.16,53.1,1,3,68.0,4.0,3.92,8.0,1,0,0
S101114,19,Female,Low,Bachelor,25.9,0,1,2.47,53.7,0,4,85.9,11.1,2.42,5.0,1,1,0
S101115,23,Female,Medium,None,19.1,1,0,3.45,54.5,0,2,80.9,5.2,2.81,6.0,0,1,0
S101116,29,Male,Medium,None,33.1,0,1,3.73,55.1,1,4,80.4,8.9,2.27,7.0,0,0,1
S101117,24,Male,Medium,Postgraduate,3.1,0,0,3.21,63.6,0,1,86.7,7.9,4.65,10.0,0,0,1
S101118,26,Male,Low,None,19.6,1,0,3.56,52.4,1,2,77.9,8.2,2.66,3.0,1,0,0
S101119,23,Female,Medium,Bachelor,7.6,0,0,2.54,68.5,0,1,92.7,1.0,3.69,7.0,0,1,0
S101120,17,Female,High,Bachelor,12.2,1,0,2.55,25.9,0,5,58.6,0.0,2.91,6.0,0,0,0
S101121,18,Male,Medium,Bachelor,2.9,0,0,3.26,68.4,0,2,98.6,14.2,3.42,10.0,0,0,0
S101122,20,Female,Low,Bachelor,7.5,0,0,2.98,48.7,0,7,66.3,15.6,2.79,8.0,0,0,1
S101123,20,Female,Medium,Postgraduate,28.6,0,1,2.55,55.0,0,4,55.5,0.0,3.45,12.0,0,0,0
S101124,27,Female,Low,None,26.2,0,1,3.71,55.3,1,3,68.2,12.1,2.99,9.0,0,0,1
S101125,27,Female,Low,Bachelor,8.0,1,0,3.15,79.1,0,5,74.8,11.1,3.99,10.0,1,0,0
S101126,28,Female,Low,Bachelor,26.6,0,1,3.35,72.6,0,1,69.0,3.4,3.01,9.0,0,0,0
S101127,25,Female,High,Secondary,22.0,0,1,2.66,62.5,0,5,65.5,14.5,2.29,3.0,0,1,0
S101128,24,Female,Medium,Bachelor,11.9,1,1,3.84,54.3,1,5,95.2,15.7,3.16,7.0,1,0,0
S101129,25,Male,High,Secondary,23.0,0,0,2.92,76.7,0,4,66.9,15.3,2.81,5.0,0,0,1
S101130,22,Male,Medium,Secondary,28.9,0,0,3.51,91.9,1,6,46.1,18.7,2.11,11.0,1,0,1
S101131,25,Female,Medium,Bachelor,0.6,0,1,2.71,64.6,0,7,74.7,15.0,3.07,11.0,1,0,0
S101132,27,Female,Low,Postgraduate,9.1,0,1,3.08,41.0,1,6,100.0,5.8,2.37,8.0,0,0,0
S101133,26,Female,Medium,None,3.6,1,1,3.28,54.5,0,7,64.0,10.1,2.63,9.0,0,0,1
S101134,24,Female,Low,Bachelor,8.1,0,1,4.0,73.4,0,4,66.5,11.9,2.83,2.0,0,1,1
S101135,17,Male,Medium,Secondary,11.4,0,1,2.78,58.4,0,4,73.9,17.6,1.38,6.0,1,0,0
S101136,26,Female,Low,None,5.8,0,1,3.1,52.1,1,1,100.0,8.7,2.5,0.0,0,0,0
S101137,21,Male,Medium,Secondary,25.0,0,0,3.3,51.5,0,5,74.6,6.8,3.45,11.0,0,0,0
S101138,26,Female,Medium,Bachelor,0.3,0,0,2.29,66.4,1,8,64.7,1.7,2.67,17.0,1,0,0
S101139,24,Female,Low,None,25.9,0,1,1.91,42.0,0,8,85.4,14.4,1.47,6.0,1,1,1
S101140,28,Male,Low,None,25.5,0,1,2.5,64.5,1,1,84.3,11.0,2.74,9.0,1,0,1
S101141,21,Male,High,Bachelor,8.7,0,0,3.48,66.3,0,2,87.3,5.7,3.14,10.0,0,2,0
S101142,29,Female,Low,Secondary,5.3,0,0,3.86,58.3,0,8,64.1,13.9,2.59,3.0,1,0,1
S101143,27,Male,Low,None,52.2,0,1,2.54,49.4,0,3,71.5,8.3,2.61,7.0,0,1,1
S101144,21,Male,Low,Secondary,3.0,0,0,2.39,80.3,0,5,96.9,3.4,2.49,10.0,1,0,1
S101145,23,Female,Medium,Bachelor,1.1,0,1,3.77,45.0,1,5,86.1,16.7,3.23,9.0,1,0,0
S101146,23,Male,Medium,Bachelor,6.6,1,0,2.72,67.6,1,4,92.1,0.0,2.22,8.0,1,0,0
S101147,26,Male,Low,Bachelor,7.6,0,0,2.81,75.9,1,4,79.2,10.7,3.18,7.0,1,0,0
S101148,25,Male,Medium,None,22.6,0,1,3.73,67.4,0,7,95.8,9.4,2.61,5.0,0,0,1
S101149,28,Female,Medium,Secondary,5.3,1,1,3.65,83.5,1,5,84.4,1.8,3.68,11.0,0,0,0
S101150,21,Male,Low,Bachelor,20.3,0,0,3.47,48.0,0,8,72.1,11.6,2.46,15.0,1,0,0
S101151,23,Male,High,Secondary,2.8,0,0,2.14,53.1,0,1,91.2,6.5,2.02,0.0,1,1,0
S101152,22,Male,High,Secondary,4.1,1,0,2.37,58.1,0,1,66.9,18.4,3.23,0.0,0,0,0
S101153,28,Male,Low,Secondary,6.4,0,0,3.56,100.0,1,4,100.0,15.0,3.14,3.0,0,0,1
S101154,20,Male,Low,Secondary,14.0,0,1,3.16,72.6,0,6,95.1,11.1,3.09,6.0,0,0,0
S101155,24,Male,Low,Secondary,14.5,0,0,2.61,75.4,0,8,75.6,0.0,3.39,7.0,1,0,0
S101156,18,Male,Low,Postgraduate,12.6,0,1,2.83,74.8,0,8,77.2,7.2,2.1,9.0,0,0,1
S101157,28,Female,Medium,Secondary,9.9,0,1,3.56,66.2,0,8,82.0,6.8,2.25,8.0,1,0,1
S101158,21,Female,Medium,Bachelor,40.7,0,0,3.76,80.7,1,4,77.4,16.1,3.72,7.0,0,0,0
S101159,21,Male,Medium,None,8.1,0,0,3.0,36.9,0,6,99.8,10.9,3.1,13.0,1,0,0
S101160,24,Male,Low,Bachelor,0.6,0,1,2.66,69.2,1,3,71.9,11.6,2.48,4.0,0,1,1
S101161,23,Female,Low,Bachelor,4.7,0,0,2.86,71.4,0,8,57.5,15.1,1.57,12.0,0,1,1
S101162,28,Female,High,Postgraduate,6.5,0,1,3.67,80.3,1,7,76.1,18.2,1.93,16.0,1,0,0
S101163,23,Female,High,Secondary,1.0,0,0,3.66,47.7,0,7,91.3,17.3,2.13,2.0,1,0,0
S101164,23,Male,Low,Bachelor,14.4,0,0,3.1,48.8,0,6,95.2,12.7,2.41,0.0,0,0,0
S101165,18,Female,Medium,Secondary,15.8,0,0,2.74,49.7,0,2,81.7,8.6,3.01,9.0,1,0,0
S101166,17,Male,Medium,Bachelor,14.5,0,0,3.54,72.8,1,6,70.5,12.2,1.84,11.0,1,1,1
S101167,22,Male,Medium,Postgraduate,11.7,1,1,3.81,73.0,1,6,79.3,9.8,2.43,8.0,1,2,0
S101168,29,Male,Medium,Bachelor,2.2,1,1,2.27,50.8,0,3,70.2,13.9,1.92,0.0,0,0,0
S101169,28,Female,High,Bachelor,13.0,0,0,2.88,93.7,0,8,45.4,7.2,2.51,1.0,0,2,0
S101170,25,Male,Low,Bachelor,3.8,0,0,3.58,69.3,1,3,67.2,14.5,4.47,6.0,0,2,0
S101171,25,Female,Low,Postgraduate,41.2,1,0,3.04,66.9,0,6,87.7,10.2,3.63,10.0,1,0,0
S101172,22,Male,High,Secondary,4.3,0,1,2.76,61.9,0,8,75.9,11.9,3.2,7.0,0,0,0
S101173,19,Male,Low,Secondary,1.3,1,1,3.09,79.0,0,7,75.4,4.0,2.43,9.0,1,0,0
S101174,17,Female,Low,Bachelor,8.9,1,1,3.19,70.8,0,7,96.6,8.6,2.05,9.0,1,0,0
S101175,21,Female,Medium,Postgraduate,2.9,1,1,2.44,93.3,1,6,65.5,12.2,2.74,12.0,0,0,0
S101176,21,Male,Medium,Secondary,44.5,0,0,3.05,46.8,0,1,67.0,9.1,1.71,3.0,0,0,0
S101177,19,Female,Medium,Secondary,21.6,0,0,3.18,41.8,0,1,85.0,0.0,3.25,8.0,0,0,0
S101178,20,Male,Medium,Secondary,34.6,0,0,2.75,53.9,0,6,69.3,3.8,2.66,14.0,0,0,0
S101179,17,Male,Medium,None,27.8,0,1,2.61,73.3,2,1,69.2,11.7,2.78,5.0,0,2,0
S101180,24,Female,Low,Secondary,1.8,1,0,2.73,58.6,2,6,100.0,17.5,1.64,5.0,0,1,0
S101181,29,Male,Medium,None,9.0,1,1,2.51,84.1,0,6,63.9,8.8,2.83,8.0,1,0,1
S101182,25,Female,Medium,None,0.7,0,0,3.43,59.1,0,2,69.0,7.6,2.63,4.0,1,0,1
S101183,22,Female,High,Bachelor,9.5,0,0,2.51,81.2,2,3,86.6,15.3,2.13,3.0,0,0,0
S101184,22,Male,Low,Secondary,24.0,1,0,3.09,52.5,0,7,79.3,10.1,2.96,7.0,0,1,0
S101185,20,Male,Low,Secondary,28.6,1,1,2.81,82.7,1,4,59.4,13.7,2.52,7.0,1,1,0
S101186,18,Male,Medium,Secondary,3.5,1,0,2.65,85.5,1,6,100.0,8.5,3.01,11.0,1,0,0
S101187,24,Female,Low,Secondary,13.6,0,1,3.69,56.5,0,3,68.1,8.0,3.23,4.0,0,0,1
S101188,24,Female,Low,Secondary,0.0,1,1,2.93,72.3,0,2,76.3,14.1,2.04,8.0,0,0,1
S101189,17,Male,High,Secondary,6.4,0,0,2.67,69.0,0,2,86.6,13.4,2.87,13.0,0,0,1
S101190,22,Male,Medium,None,9.4,0,1,2.62,72.8,0,2,100.0,8.4,2.86,13.0,0,0,0
S101191,20,Female,Low,Bachelor,21.3,0,0,3.17,84.3,0,3,73.9,4.4,3.67,8.0,1,0,1
S101192,19,Male,Low,None,1.8,0,1,3.41,79.6,2,6,66.2,1.7,3.39,9.0,0,2,1
S101193,26,Female,Low,Secondary,11.2,1,0,3.64,72.7,0,4,87.5,2.3,2.56,4.0,0,1,0
S101194,23,Female,Medium,Secondary,0.0,0,1,2.92,74.9,0,4,100.0,6.8,2.5,9.0,0,0,0
S101195,25,Female,Medium,Secondary,21.4,0,0,2.89,46.0,1,3,82.0,11.6,2.9,14.0,1,2,0
S101196,26,Male,Low,Secondary,20.3,0,0,3.07,64.4,0,5,75.7,1.7,2.01,13.0,0,0,0
S101197,29,Male,Medium,Secondary,4.4,1,1,3.08,48.5,0,8,85.9,2.0,2.12,8.0,0,1,0
S101198,27,Male,Low,Secondary,12.0,0,0,2.61,64.7,1,7,48.9,11.9,2.47,9.0,0,0,1
S101199,25,Female,Low,None,25.4,0,1,3.73,81.8,0,8,70.8,17.8,1.13,5.0,1,0,1
S101200,28,Female,Low,Bachelor,6.0,0,0,3.01,64.9,1,4,52.6,15.4,2.11,4.0,1,0,0
S101201,23,Male,Medium,Secondary,4.0,0,0,3.27,27.4,0,1,74.6,0.8,2.57,7.0,1,0,0
S101202,29,Female,Low,None,7.7,0,0,3.21,49.3,1,3,72.3,12.0,4.73,9.0,1,0,0
S101203,26,Female,Low,Secondary,26.2,0,1,3.2,73.7,0,2,40.4,14.8,2.35,11.0,1,0,1
S101204,25,Male,Medium,None,40.6,0,0,2.5,56.9,1,5,82.7,7.5,3.26,8.0,0,0,1
S101205,28,Male,Medium,Bachelor,65.3,1,0,3.0,76.8,1,1,89.3,8.8,2.66,10.0,1,0,0
S101206,23,Male,Low,None,0.3,1,0,4.0,46.9,0,4,77.1,11.7,3.11,0.0,1,0,0
S101207,26,Female,Low,Secondary,2.3,0,0,3.79,70.7,0,5,57.1,12.4,2.04,9.0,0,1,0
S101208,20,Female,Low,Postgraduate,7.9,0,1,3.08,71.5,2,4,99.0,11.9,1.72,6.0,0,0,1
S101209,29,Female,Medium,Secondary,12.7,0,1,2.82,76.8,2,5,100.0,13.6,3.76,3.0,0,1,0
S101210,25,Female,Medium,Secondary,4.3,0,1,1.89,55.2,1,5,86.0,11.1,1.87,10.0,1,0,1
S101211,27,Female,Low,Bachelor,16.4,0,0,2.75,76.7,2,2,74.7,6.9,3.84,14.0,1,0,0
S101212,22,Female,Medium,Postgraduate,5.3,1,0,2.96,87.6,0,2,74.9,7.8,2.54,8.0,1,0,0
S101213,28,Female,Medium,Secondary,11.7,1,1,2.84,30.9,0,6,86.5,6.1,2.22,12.0,0,0,0
S101214,17,Female,Low,Bachelor,0.7,0,1,2.88,65.8,0,4,81.4,7.7,2.44,6.0,0,1,0
S101215,18,Female,Low,Secondary,15.2,1,0,3.31,37.9,0,3,86.5,12.8,3.92,16.0,0,0,0
S101216,23,Female,Low,Bachelor,14.0,1,1,2.5,52.1,0,5,86.7,6.1,2.31,2.0,0,0,0
S101217,26,Female,Low,Secondary,12.8,0,0,3.14,53.3,1,4,68.9,15.3,2.53,8.0,0,1,1
S101218,27,Female,Medium,Bachelor,20.6,1,0,2.94,64.0,1,6,67.7,5.1,3.48,11.0,0,0,1
S101219,22,Female,Low,None,5.6,1,0,2.56,70.7,0,6,75.8,11.0,3.13,8.0,1,0,1
S101220,25,Female,High,Secondary,10.3,1,0,3.84,78.6,0,1,87.0,14.2,4.25,14.0,1,0,0
S101221,24,Female,Medium,Secondary,12.8,1,0,3.37,69.0,1,1,56.6,12.2,3.62,0.0,0,0,0
S101222,29,Female,Medium,Bachelor,43.8,0,0,2.61,75.1,1,6,76.6,0.8,2.31,8.0,0,0,0
S101223,25,Female,Medium,Bachelor,16.4,0,0,3.26,48.8,0,8,79.5,10.7,3.71,7.0,0,0,0
S101224,22,Female,Medium,Bachelor,20.3,1,0,2.31,80.8,1,6,72.7,6.3,1.45,8.0,0,0,0
S101225,29,Female,High,Postgraduate,6.6,0,0,2.67,20.0,0,1,100.0,3.4,3.34,2.0,0,1,0
